Murders,Robberies,Assaults,Burglaries,Larcenies,Auto_Thefts,Non.Violent,Total_Violent
4.7,47.01,145.73,329.07,2406.92,112.82,2848.81,197.44
0,34.98,0,199.86,794.44,129.91,1124.21,34.98
0,0,37.17,390.3,1589.07,111.51,2090.88,37.17
49.56,1737.69,1200.21,2513.45,5820.06,1491.56,9825.07,2987.46
4.41,613.61,256.04,1483.25,4710.19,1090.36,7283.8,874.06
0,43.16,38.36,556.27,3155.42,143.86,3855.55,81.52
9.79,127.31,310.92,933.98,2899.88,292.56,4126.42,448.02
8.24,139.04,563.38,2145.37,7936.72,1400.72,11482.81,710.66
0,91.63,148.6,775.17,5800.19,344.25,6919.61,240.23
5.53,64.54,378.0046049,933.1,2176,697.06,3806.16,448.0746049
0,0,7.51,232.96,759,60.12,1052.08,7.51
3.59,136.54,291.04,1113.87,3187.09,585.68,4886.64,431.17
3.15,69.32,1638.36,831.78,4102.21,330.82,5264.81,1710.83
0,32.36,103.55,402.87,1436.75,226.52,2066.14,135.91
0,209.9,157.42,981.7,2000.57,1316.22,4298.49,367.32
10.69,566.5,652.01,1179.32,3505.9,1464.35,6149.57,1229.2
0,7.73,42.52,490.9,5109.97,139.15,5740.02,50.25
0,48.31,107.13,474.72,1985,121.83,2581.55,155.44
3.63,25.44,181.68,363.36,1929.44,109.01,2401.81,210.75
1.87,72.83,384.7,1193.32,6482.03,360.42,8035.77,459.4
4.37,131.13,255.7,1210.77,4917.39,354.05,6482.21,391.2
0,34.84,104.53,935.84,3225.65,318.58,4480.07,139.37
0,0,120.19,549.45,2154.88,120.19,2824.52,120.19
0,103.57,135.93,511.36,5068.29,1378.73,6958.38,239.5
63.94,999.36,1029.27,1651.16,1799.67,1531.53,4982.36,2092.57
24.74,381.75,678.66,3011.56,5708.53,385.28,9105.37,1085.15
3.65,207.9,14.59,911.84,2192.07,382.97,3486.88,226.14
0,15.07,75.34,236.07,1597.27,165.75,1999.09,90.41
4.47,496.36,1569.56,2486.25,8044.54,621.56,11152.35,2070.39
9.81,323.88,1737.17,2698.99,9745.8,549.61,12994.4,2070.86
5.52,115.87,182.07,733.81,4847.03,306.22,5887.06,303.46
8.14,65.1,878.91,1586.91,3841.15,830.08,6258.14,952.15
0,5.26,36.81,294.52,2960.98,73.63,3329.13,42.07
6.7,147.39,80.4,629.77,1815.62,549.38,2994.77,234.49
3.76,343.29,612.67,873.27,2579.72,1702.69,5155.68,959.72
0,39.2,107.79,205.78,2028.42,205.78,2439.98,146.99
0,15.04,30.09,361.07,2399.58,82.74,2843.39,45.13
0,137.44,217.01,991.03,3421.59,311.05,4723.67,354.45
18.84,295.2,1551.36,2534.31,6048.43,518.17,9100.91,1865.4
0,76.02,203.35,792.5,1687.64,186.25,2666.39,279.37
0,53.38,234.06,1104.59,2357,160.14,3621.73,287.44
0,14.95,22.42,261.6,904.4,171.91,1337.91,37.37
5.26,326.35,857.99,1115.91,3910.94,173.7,5200.55,1189.6
5.41,32.48,113.67,730.72,2159.68,178.62,3069.02,151.56
4.73,99.29,87.47,706.82,2848.57,309.68,3865.07,191.49
3.77,86.78,154.7,765.95,4354.22,2263.89,7384.06,245.25
0,12.84,81.31,457.89,808.8,111.26,1377.95,94.15
0,33.17,298.56,1343.51,3839.77,174.16,5357.44,331.73
0,56.53,203.5,942.12,1872.93,949.65,3764.7,260.03
0,78.2,602.17,1141.78,4402.91,211.15,5755.84,680.37
2.47,66.72,257.01,588.16,1547.02,289.14,2424.32,326.2
0,334.29,458.3,1213.13,3084.06,797.97,5095.16,792.59
0,38.58,46.3,540.12,1651.23,54.01,2245.36,84.88
12.68,38.05,291.75,879.49,4959.83,181.82,6021.14,342.48
31.99,866.91,617.79,2474.07,3785.9,2146.92,8406.89,1516.69
0,25.22,736.44,216.9,1780.58,116.02,2113.5,761.66
15.02,30.04,292.9,1299.29,4318.44,368.01,5985.74,337.96
5.3,39.74,180.16,778.93,2861.38,111.28,3751.59,225.2
5.28,174.11,342.95,1482.61,3139.34,902.23,5524.18,522.34
15.86,214.17,237.96,1792.65,5901.48,309.35,8003.48,467.99
11.73,41.07,58.67,528.05,2810.37,140.81,3479.23,111.47
0,85.11,79.43,1435.46,4834.04,380.14,6649.64,164.54
5.51,42.7,340.22,951.79,2422.87,238.29,3612.95,388.43
4.33,51.91,1198.3,618.62,3893.41,250.91,4762.94,1254.54
0,42.32,10.58,478.8,1415.23,166.65,2060.68,52.9
0,0,143.18,238.63,1646.52,103.4,1988.55,143.18
11.64,251.13,886.44,1140.9,4403.11,582.09,6126.1,1149.21
0,51.62,141.95,767.82,1719.52,729.1,3216.44,193.57
13.36,410.67,1190.28,2343.83,4008.21,1248.71,7600.75,1614.31
16.34,147.06,1045.75,4019.61,4256.54,245.1,8521.25,1209.15
7.14,73.16,105.27,694.1,2833.49,310.47,3838.06,185.57
7.54,15.07,45.21,542.58,1808.59,97.97,2449.14,67.82
0,175.95,333.38,1426.12,4083.9,407.46,5917.48,509.33
16.61,381.93,406.84,2084.03,6252.08,1062.77,9398.88,805.38
12.86,1088.77,2134.68,4646.58,7955.76,1371.68,13974.02,3236.31
10.15,54.15,612.62,947.71,2301.57,162.46,3411.74,676.92
2.26,54.33,245.6,795.66,3601.42,393.87,4790.95,302.19
5.37,182.48,654.79,1795.3,6394.91,874.84,9065.05,842.64
0,33.84,361.01,970.22,2786.55,270.76,4027.53,394.85
0,8.93,116.09,1080.55,4429.36,223.25,5733.16,125.02
7.37,0,7.37,272.86,1578.17,213.86,2064.89,14.74
1.51,267.12,446.7,1373.32,4934.88,368.23,6676.43,715.33
3.55,121.62,411.04,1218.02,3830.72,760.82,5809.56,536.21
0,124.46,356.4,1391.64,4955.59,220.63,6567.86,480.86
4.29,60.07,34.33,605.02,3376.96,381.89,4363.87,98.69
0,41,344.43,975.89,2091.19,254.22,3321.3,385.43
12.95,12.95,168.32,592.37,3172.24,178.03,3942.64,194.22
7.41,96.38,237.25,452.25,2179.72,370.7,3002.67,341.04
0,69.79,136.91,620.1,3419.95,163.75,4203.8,206.7
12.67,187.57,3155.81,909.99,4484.04,390.36,5784.39,3356.05
14.88,133.96,52.09,528.39,2701.5,893.06,4122.95,200.93
5.18,181.19,251.59,838.65,2139.07,511.47,3489.19,437.96
0,18.44,9.22,313.48,719.16,36.88,1069.52,27.66
7.09,475.35,1773.68,3064.92,7868.04,1000.35,11933.31,2256.12
0,83.86,285.12,662.47,3270.44,335.43,4268.34,368.98
0.79,45.94,55.44,784.13,2342.09,364.34,3490.56,102.17
0,18.47,184.66,744.8,4930.44,203.13,5878.37,203.13
2.46,440.05,727.68,2042.92,3864.59,585.1,6492.61,1170.19
0,24.42,142.43,423.21,2706.11,170.91,3300.23,166.85
0,50.24,172.12,568.45,1518.34,344.23,2431.02,222.36
0,4.98,29.88,174.32,1324.8,42.33,1541.45,34.86
0,33.08,41.35,285.29,1310.68,53.75,1649.72,74.43
0,62.11,462.63,1135.15,2047.55,269.87,3452.57,524.74
18.52,398.19,935.27,1555.7,4815.26,444.49,6815.45,1351.98
0,643.73,240.82,1268.93,3121.38,1667.21,6057.52,884.55
0,28.03,28.03,263.45,823.99,67.26,1154.7,56.06
0,56.4,84.6,528.73,1593.23,507.58,2629.54,141
2.78,194.39,213.83,1266.31,3424.05,991.39,5681.75,411
0,14.78,59.12,408.95,1453.49,172.45,2034.89,73.9
0,7.81,3.91,70.31,781.25,62.5,914.06,11.72
1.78,44.59,176.58,643.9,2679.03,374.57,3697.5,222.95
3.23,140.55,596.12,1378.03,4392.57,458.8,6229.4,739.9
17.43,69.73,148.17,1420.73,3652.05,226.62,5299.4,235.33
0,708.94,1299.72,4450.57,8310.36,1142.18,13903.11,2008.66
4.55,241.15,191.1,900.9,2384.2,1365,4650.1,436.8
3.81,22.88,133.44,1109.46,2950.93,221.13,4281.52,160.13
0,0,360.82,250.37,441.83,58.91,751.11,360.82
10.93,300.63,453.68,1317.3,5487.84,360.75,7165.89,765.24
0,11.71,27.31,257.51,1006.63,70.23,1334.37,39.02
0,20.03,597.6,520.82,1946.38,200.31,2667.51,617.63
4.6,138.63,275.21,1015.93,6017.34,436.86,7470.13,418.44
3.33,29.94,69.86,615.48,2585,182.98,3383.46,103.13
3.74,254.26,523.47,1235.14,4179.03,1496.87,6911.04,781.47
0,6.91,179.74,587.63,1569.31,283.44,2440.38,186.65
1.66,129.61,93.05,963.78,2512.46,353.94,3830.18,224.32
0,18.34,151.31,843.69,2448.53,243.02,3535.24,169.65
0,0,93.82,415.49,3096.1,214.45,3726.04,93.82
12.98,86.55,134.16,545.29,2241.74,225.04,3012.07,233.69
15.14,109.38,238.94,1346.17,2014.2,683.18,4043.55,363.46
3.64,21.86,240.43,327.86,3016.28,138.43,3482.57,265.93
13.04,110.84,332.53,410.77,1982.13,156.48,2549.38,456.41
0,33.89,33.89,499.83,1956.96,228.74,2685.53,67.78
0,45.56,182.23,728.93,3902.81,364.46,4996.2,227.79
0,17.01,0,187.11,858.99,51.03,1097.13,17.01
12.43,118.11,348.11,1224.59,4046.75,323.24,5594.58,478.65
7.42,165.02,700.87,838.08,2504.96,610.02,3953.06,873.31
0,62.69,438.82,1128.39,3391.42,219.41,4739.22,501.51
0,0,24.59,49.17,614.65,24.59,688.41,24.59
12.27,153.42,380.48,1414.54,4795.95,932.8,7143.29,546.17
20.02,618.49,609.59,1332.65,3565.6,1002.64,5900.89,1248.1
10.77,226.26,215.49,1063.07,1971.7,427.38,3462.15,452.52
0,147.12,696.35,637.5,3486.66,142.21,4266.37,843.47
0,82.11,41.06,376.35,4680.44,109.48,5166.27,123.17
17.92,215,215,519.57,1048.11,125.41,1693.09,447.92
0,56.75,293.23,756.72,3178.21,104.05,4038.98,349.98
10.91,463.75,1423.97,3437.18,8445.63,862.02,12744.83,1898.63
11.66,405.73,1102.92,2557.94,5316.42,536.31,8410.67,1520.31
0,11.47,17.21,631.02,2311.84,149.15,3092.01,28.68
0,108.45,253.06,825.45,2783.64,680.85,4289.94,361.51
1.95,23.41,282.93,827.32,4612.68,224.39,5664.39,308.29
1.85,126.29,556.9,1436.61,4444.73,836.89,6718.23,685.04
0,13.58,278.44,400.68,1500.85,258.06,2159.59,292.02
0,53.45,91.63,488.7,1542.46,84,2115.16,145.08
0,33.36,125.08,700.47,4561.37,583.72,5845.56,158.44
4.52,22.62,325.75,968.19,3298.19,275.98,4542.36,352.89
3.56,138.84,226.07,589.2,2659.4,523.34,3771.94,368.47
0,0,238.75,592.11,840.42,76.4,1508.93,238.75
20.49,394.35,537.74,3077.95,6918.98,686.26,10683.19,952.58
4.3,47.3,73.09,305.27,1358.67,146.19,1810.13,124.69
9.93,233.28,177.97,682.11,3922.46,397.78,5002.35,421.18
0,0,86.77,433.83,3116.87,193.55,3744.25,86.77
45.39,252.87,3486.14,1638.25,6741.01,618.12,8997.38,3784.4
5.8,200.22,631.14,1057.7,4465.85,677.57,6201.12,837.16
0,9.23,27.69,738.28,2565.52,313.77,3617.57,36.92
9.07,224.06,556.21,741.62,4205.13,547.14,5493.89,789.34
4.76,110.1,246.99,989.75,4513.1,533.86,6036.71,361.85
0,49.87,1204.5,939.81,3694.04,153.44,4787.29,1254.37
0,7.88,23.64,149.69,779.96,63.03,992.68,31.52
15.31,278.05,760.18,2135.15,4242.24,619.88,6997.27,1053.54
0,3.64,102.06,331.69,3991.25,160.38,4483.32,105.7
17.49,238.05,565.48,1450.63,5702.43,370.19,7523.25,821.02
0,53.87,101.75,269.33,2364.14,95.76,2729.23,155.62
6.07,103.18,69.8,391.49,3232.07,206.37,3829.93,179.05
30.16,305.89,965.06,1865.49,9861.7,323.12,12050.31,1301.11
0,65.4,310.64,817.46,1381.51,253.41,2452.38,376.04
0,16.49,8.25,167.69,1575.21,87.97,1830.87,24.74
7.78,191.85,697.42,1635.94,6087.48,474.45,8197.87,897.05
27.21,1749.56,1681.54,3450.15,22164.78,1118.31,26733.24,3458.31
3.4,154.83,166.74,1151.87,3579.81,573.38,5305.06,324.97
12.77,106.46,562.08,1733.09,3146.82,421.56,5301.47,681.31
0,51.37,162.67,239.73,1369.86,222.6,1832.19,214.04
0,65.55,73.75,532.61,3539.82,213.04,4285.47,139.3
0,139.89,466.29,904.07,3605.94,303.09,4813.1,606.18
10.44,130.47,313.12,1273.35,2609.33,407.06,4289.74,454.03
0,9.24,517.27,591.17,1274.71,129.32,1995.2,526.51
7.69,111.47,76.87,557.33,3958.95,1264.56,5780.84,196.03
14.08,154.92,281.67,767.55,5323.57,549.26,6640.38,450.67
12.11,565.48,838.71,1732.75,3460.32,2244.63,7437.7,1416.3
0,30.4,38,592.75,1086.71,45.6,1725.06,68.4
0,0,150.51,483.77,3144.49,166.63,3794.89,150.51
1.57,56.53,238.69,994.03,3340.14,332.91,4667.08,296.79
0,43.53,182.83,1131.81,3412.85,217.66,4762.32,226.36
0,5.37,69.86,381.54,1467.03,166.59,2015.16,75.23
2.39,306.05,557.11,2503.41,4236.9,1338.98,8079.29,865.55
5.87,168.17,596.41,1210.43,4853.44,391.09,6454.96,770.45
1.34,299.77,293.08,1775.87,5156.31,433.6,7365.78,594.19
18.78,385.09,854.7,1765.76,4311.07,1183.43,7260.26,1258.57
8.38,41.91,930.51,1089.78,1810.71,75.45,2975.94,980.8
0,74.82,180.6,683.71,1695.09,276.06,2654.86,255.42
0,89.85,44.93,339.44,3718.86,643.94,4702.24,134.78
0,14.61,52.59,333.09,3786.71,99.34,4219.14,67.2
11,66,648.96,813.95,1820.38,175.99,2810.32,725.96
0,38.84,94.33,832.32,3096.22,310.73,4239.27,133.17
0,39.56,114.72,423.29,2065.04,213.62,2701.95,154.28
2.02,32.4,72.89,459.63,3679.03,939.5,5078.16,107.31
11.88,223.29,661.54,983.41,4289.94,571.28,5844.63,896.71
8.61,370.24,835.2,3314.96,8128.12,1041.85,12484.93,1214.05
0,34.29,13.72,679.01,1563.79,233.2,2476,48.01
0,46.18,39.58,244.09,2018.67,52.78,2315.54,85.76
10.63,180.68,217.88,435.76,3722.6,866.21,5024.57,409.19
0,43.3,157.45,641.61,2090.14,429.05,3160.8,200.75
8.07,24.22,24.22,363.28,4335.19,379.43,5077.9,56.51
16.02,179.47,243.57,1019.13,1938.92,221.13,3179.18,439.06
22.39,741.06,599.49,2180.72,3736.99,3367.61,9285.32,1362.94
14.78,244.29,670.27,1920.39,6338.4,692,8950.79,929.34
6.75,114.8,1006.14,1188.47,3936.8,283.61,5408.88,1127.69
1.7,221.37,276.71,1179.23,3895.27,1099.19,6173.69,499.78
0,62.29,397.1,1440.47,5341.43,404.89,7186.79,459.39
0,35.52,44.4,550.5,2463.93,275.25,3289.68,79.92
5.69,307.07,328.87,1594.12,4415.57,424.59,6434.28,641.63
5.36,21.44,69.68,471.65,2170.65,101.83,2744.13,96.48
0,8.59,77.31,369.38,1554.85,77.31,2001.54,85.9
5.32,250.17,361.95,1735.24,5280.25,372.6,7388.09,617.44
0,16.91,39.47,411.59,2057.96,152.23,2621.78,56.38
6.15,98.44,366.07,919.8,1064.39,286.09,2270.28,470.66
91.09,810.28,1102.64,2216.55,3113.59,2258.2,7588.34,2004.01
9.57,336.24,985.99,1373.68,4208.4,1571.12,7153.2,1331.8
0,20.41,251.7,2013.61,2632.65,204.08,4850.34,272.11
0,73.53,13.37,534.8,1611.07,100.27,2246.14,86.9
0,72.63,150.09,779.51,4067.01,295.34,5141.86,222.72
26.78,658.88,1762.37,3519.39,5860.3,2038.25,11417.94,2448.03
6.91,41.45,1025.94,1519.91,5875.85,217.62,7613.38,1074.3
0,43.52,84.97,762.62,2582.12,661.07,4005.81,128.49
4.68,42.08,70.13,308.56,1669,266.48,2244.04,116.89
0,73.19,554.13,1249.41,4349.42,198.65,5797.48,627.32
23.48,105.65,125.21,606.49,2907.23,109.56,3623.28,254.34
0,139.94,166.6,1272.82,4624.82,1392.78,7290.42,306.54
15.27,61.09,698.69,1710.45,3756.87,145.08,5612.4,775.05
2.49,74.78,154.54,510.99,3803.78,194.43,4509.2,231.81
5.91,17.73,171.36,401.82,2363.65,236.36,3001.83,195
0,13.16,65.79,403.49,2170.96,87.72,2662.17,78.95
11.02,77.11,247.85,473.67,2004.85,446.13,2924.65,335.98
0,8.4,67.22,688.96,1579.57,109.23,2377.76,75.62
0,85.53,57.02,1247.33,4796.86,21.38,6065.57,142.55
0,54.04,15.44,779.68,3643.66,138.95,4562.29,69.48
2.68,163.37,346.83,1388,5356.47,938.05,7682.52,512.88
12.1,278.33,883.4,3273.43,10298.3,369.09,13940.82,1173.83
0,149.77,39.41,378.37,3074.26,228.6,3681.23,189.18
0,28.89,93.9,404.48,1560.13,216.68,2181.29,122.79
3.02,217.68,187.45,1532.83,6140.4,801.19,8474.42,408.15
0,21.99,32.99,395.91,1253.71,126.47,1776.09,54.98
0,61.93,348.38,874.82,3166.37,209.03,4250.22,410.31
1.97,25.64,45.36,203.14,804.69,100.59,1108.42,72.97
7.14,424.67,749.41,2223.25,4560.7,442.51,7226.46,1181.22
14.99,284.77,389.69,1199.04,5860.31,2697.84,9757.19,689.45
0,8.74,34.97,218.53,804.2,87.41,1110.14,43.71
0,42.24,399.61,662.77,2794.02,77.97,3534.76,441.85
0,25.35,35.1,356.82,5118.26,132.59,5607.67,60.45
0,45.03,118.72,446.21,1571.97,360.24,2378.42,163.75
5.7,210.9,689.69,2376.88,6497.95,262.2,9137.03,906.29
1.45,71.21,204.91,482.47,2992.21,361.86,3836.54,277.57
10.62,169.92,844.31,1624.89,5023.36,536.32,7184.57,1024.85
12.61,243.89,523.52,1337.17,4545.55,937.7,6820.42,780.02
0,22.59,56.47,485.66,4043.37,214.59,4743.62,79.06
5.43,135.77,434.45,1612.9,5224.29,581.08,7418.27,575.65
0,43.74,174.98,664.92,2572.18,804.9,4042,218.72
4.83,77.25,173.82,574.57,3152.91,449.04,4176.52,255.9
7.35,3.68,3.68,224.22,830.7,69.84,1124.76,14.71
13.57,510.93,425.11,1541.97,2962.17,852.78,5356.92,949.61
0,10.57,123.3,324.1,1218.91,91.59,1634.6,133.87
31.28,93.85,391.02,1165.25,3151.64,281.54,4598.43,516.15
13.46,464.45,1759.07,2263.91,4895.78,459.96,7619.65,2236.98
15.58,441.31,781.38,1390.13,5310.02,661.97,7362.12,1238.27
0,92.82,28.25,698.17,2255.94,318.82,3272.93,121.07
3.24,148.86,422.31,1847.81,4818.54,440.11,7106.46,574.41
0,15.09,105.61,1191.91,3455.04,233.86,4880.81,120.7
7.39,97.95,114.59,1127.4,3938.49,157.1,5222.99,219.93
0,17.79,238.35,601.21,2714.34,135.18,3450.73,256.14
0,61.76,171.55,706.79,2724.22,514.65,3945.66,233.31
0,9.43,18.86,320.68,1796.75,141.48,2258.91,28.29
0,7.93,126.95,714.12,3356.34,95.22,4165.68,134.88
12.66,50.65,44.32,740.69,3026.08,253.23,4020,107.63
17.81,580.92,495.98,3323.17,5118,651.48,9092.65,1094.71
0,12.32,30.81,332.7,936.48,61.61,1330.79,43.13
9.47,18.94,123.08,823.71,3039.2,132.55,3995.46,151.49
22.85,60.94,251.37,1249.24,3831.51,297.07,5377.82,335.16
3.72,70.63,368,795.48,2616.91,319.68,3732.07,442.35
13.4,126.3,503.3,1752.94,2788.25,518.61,5059.8,643
13.74,224.49,1085.81,2698.49,10065.52,847.57,13611.58,1324.04
3.94,15.77,130.08,480.9,2727.74,110.37,3319.01,149.79
0,33.93,24.23,567.08,3116.52,387.75,4071.35,58.16
0,24.9,146.64,564.41,1607.46,135.57,2307.44,171.54
0,28.72,114.88,390.58,4365.31,120.62,4876.51,143.6
0,8.15,48.89,370.72,1315.84,89.62,1776.18,57.04
7.46,251.87,221.08,1030.79,3267.75,678.18,4976.72,480.41
0,44.97,59.96,389.75,1851.3,29.98,2271.03,104.93
4.09,49.09,261.8,940.85,4473.12,263.85,5677.82,314.98
0,30.51,221.17,518.61,3027.76,266.93,3813.3,251.68
0,34.36,25.77,515.33,2748.43,85.89,3349.65,60.13
0,133.97,190.38,712.17,3793.54,486.53,4992.24,324.35
11.43,238.85,149.92,1067.21,3196.54,701.31,4965.06,400.2
10.84,646.84,779.99,1710.64,4749.14,573.46,7033.24,1437.67
0,8.85,146.04,238.98,685.96,181.45,1106.39,154.89
0,116.92,740.48,1099.03,3086.64,249.43,4435.1,857.4
4.64,55.68,347.98,830.51,3117.9,366.54,4314.95,408.3
14.76,210.31,1343.02,1641.88,5508.62,527.62,7678.12,1568.09
0,32.33,105.08,493.09,1438.85,258.67,2190.61,137.41
12.68,497.88,443.66,1363.6,3325.01,1037.86,5726.47,954.22
0,0,366.43,632.1,998.53,82.45,1713.08,366.43
14.43,86.57,634.83,786.32,1284.09,245.27,2315.68,735.83
0,69.37,61.67,608.96,1379.79,501.04,2489.79,131.04
0,7.42,133.61,274.64,712.59,51.96,1039.19,141.03
17.95,344.55,366.08,1624.94,6759.08,751.91,9135.93,728.58
0,0,55.83,493.21,949.19,65.14,1507.54,55.83
0,172.56,201.32,1020.96,6654.2,747.74,8422.9,373.88
34.18,518.4,1538.11,4409.25,7810.19,843.11,13062.55,2090.69
0,37.72,295.49,729.28,1540.3,88.02,2357.6,333.21
22.92,174.75,979.72,2159.96,2552.42,719.03,5431.41,1177.39
0,0,29.91,157.01,1794.39,52.34,2003.74,29.91
0,307.81,416.91,1576.08,7477.11,933.18,9986.37,724.72
0,42.23,112.61,886.78,2280.3,168.91,3335.99,154.84
0,291.07,485.11,1006.61,4305.38,303.2,5615.19,776.18
0,147.35,223.26,1152.04,5483.37,375.08,7010.49,370.61
0,15.03,80.14,2649.77,3851.93,225.41,6727.11,95.17
0,43.93,483.27,1706.08,3727.03,329.5,5762.61,527.2
0,8.77,105.27,833.41,1684.36,228.09,2745.86,114.04
0,32.76,333.59,530.17,1721.57,431.88,2683.62,366.35
10.98,437.59,694.81,2401.27,6518.4,588.16,9507.83,1143.38
8.58,142.33,423.97,1282.5,4000.95,307.88,5591.33,574.88
7.28,351.19,460.37,1766.87,4787.47,658.71,7213.05,818.84
17.07,373.2,863.6,2066.27,3400.92,2086.75,7553.94,1253.87
1.27,45.77,138.58,814.97,2733.53,170.37,3718.87,185.62
2.89,80.79,401.07,1102.23,2694.98,178.9,3976.11,484.75
0,59.13,279.36,838.07,2426.54,277.32,3541.93,338.49
0,19.3,22.52,254.17,2126.7,32.17,2413.04,41.82
8.35,616.2,1563.6,2422.5,6487.65,1005.29,9915.44,2188.15
9.08,394.11,486.73,1447.49,3281.81,1645.45,6374.75,889.92
0,29.06,3.23,339.04,1042.94,58.12,1440.1,32.29
0,80.4,592.02,1512.94,3435.17,562.78,5510.89,672.42
0,28.65,81.17,305.58,1102.94,267.38,1675.9,109.82
0,51.91,281.77,1223.49,4011.57,378.17,5613.23,333.68
0,0,18.87,84.92,1170.03,18.87,1273.82,18.87
17.07,21.33,83.2,420.26,2131.15,89.6,2641.01,121.6
1.45,82.9,506.15,955.57,3001.96,146.9,4104.43,590.5
3.41,184.26,235.44,820.64,3285.96,597.14,4703.74,423.11
7.79,264.97,698.29,275.89,3642.63,377.2,4295.72,971.05
1.4,58.61,132.57,791.24,3649.18,305.61,4746.03,192.58
0,85.92,51.55,1073.98,2276.83,463.96,3814.77,137.47
20.75,159.78,500.08,1967.13,4349.27,265.6,6582,680.61
0,6.29,18.88,258.09,1636.66,69.24,1963.99,25.17
40.84,1209.17,1257.97,2215.96,5036.91,2061.34,9314.21,2507.98
0,41.47,38.28,309.46,1416.49,156.32,1882.27,79.75
2.51,92.89,288.7,574.89,2869.41,95.4,3539.7,384.1
6.24,62.44,99.91,505.79,4102.53,199.82,4808.14,168.59
0,10.91,65.47,774.73,1740.41,169.13,2684.27,76.38
3.99,147.59,235.34,1300.36,4108.5,949.34,6358.2,386.92
6.19,18.57,6.19,321.8,1503.81,228.97,2054.58,30.95
0,13.88,48.58,402.55,1686.56,55.52,2144.63,62.46
2,18,128.01,408.02,2046.12,216.01,2670.15,148.01
18.28,531.76,1395.68,2815.74,5483.69,1081.81,9381.24,1945.72
0,40.66,151.01,209.1,1028.05,232.33,1469.48,191.67
2.7,35.12,116.17,691.63,2861.08,235.05,3787.76,153.99
6.84,41.06,1156.58,1136.05,1122.37,321.65,2580.07,1204.48
21.88,265.72,101.6,1064.43,4117.04,406.39,5587.86,389.2
3.94,23.65,63.06,764.62,2100.74,244.36,3109.72,90.65
9.42,256.8,339.25,1587.9,6042.97,897.61,8528.48,605.47
4.82,265.85,337.13,979.61,3077.53,1339.86,5397,607.8
0,37.95,100.05,596.84,2644.38,246.67,3487.89,138
0,19.42,29.13,252.43,2145.63,77.67,2475.73,48.55
0,6.55,0,281.58,2075.83,6.55,2363.96,6.55
9.2,377.31,921.81,1766.93,4431.12,610.45,6808.5,1308.32
0,45.9,312.1,725.17,1909.31,73.43,2707.91,358
0,46.75,306.02,310.27,1976.37,85.01,2371.65,352.77
17.45,287.88,645.56,1640.06,5888.51,244.26,7772.83,950.89
6.69,227.39,337.74,996.49,2966.06,277.55,4240.1,571.82
3.81,78.11,384.86,1116.47,6721.66,295.31,8133.44,466.78
8.64,181.44,708.48,2280.97,7706.93,838.09,10825.99,898.56
0,131.62,188.85,1041.55,3817.1,240.36,5099.01,320.47
7.5,59.98,217.44,1747.02,2691.76,524.86,4963.64,284.92
0,27.67,69.18,1369.77,1591.14,179.87,3140.78,96.85
0,40.85,211.06,861.28,2178.72,190.64,3230.64,251.91
0,73.92,73.92,525.62,2250.33,254.6,3030.55,147.84
9.13,123.28,630.08,1177.97,5606.79,264.82,7049.58,762.49
14.06,295.8,644.2,1900.83,4425.56,830.64,7157.03,954.06
0,146.39,420.86,1271.73,5782.25,649.59,7703.57,567.25
5.73,459.68,661.33,1971.58,3851.41,450.13,6273.12,1126.74
36.89,2264.13,1528.25,2643.41,4004.12,4224.31,10871.84,3829.27
20.48,1541.82,1259.13,2365.31,2654.83,2014.34,7034.48,2821.43
8.66,141.43,366.58,1284.46,5997.98,366.58,7649.02,516.67
26.6,534.51,708.65,1959.08,4160.02,544.19,6663.29,1269.76
14.55,154.24,330.31,1097.14,4216.87,746.46,6060.47,499.1
2.5,138.07,197.13,1148.67,5382.36,311.91,6842.94,337.7
14.69,424.55,401.19,2830.35,4294.25,2080.04,9204.64,840.43
20.64,514.42,373.12,2311.73,7513.14,1386.09,11210.96,908.18
0,91.78,91.78,673.04,1774.38,229.45,2676.87,183.56
0,0,0,538.2,2470.44,158.81,3167.45,0
0,90.27,270.81,673.56,2579.68,229.15,3482.39,361.08
2.14,122.18,180.06,906.71,2705.14,745.95,4357.8,304.38
0,27.5,82.49,792.78,2937.4,201.63,3931.81,109.99
0,43.92,34.16,468.52,2752.56,146.41,3367.49,78.08
2.11,210.8,427.93,1087.74,3722.75,206.59,5017.08,640.84
0,21,489.89,727.83,3611.17,307.93,4646.93,510.89
0,22.8,182.38,311.57,1725.06,136.79,2173.42,205.18
12.03,252.7,204.57,1728,6365.67,1152.8,9246.47,469.3
21.12,26.4,264.03,718.17,3152.56,301,4171.73,311.55
0,36.46,820.44,760.54,1815.39,281.29,2857.22,856.9
0,15.83,94.96,427.32,2086.47,97.6,2611.39,110.79
9.52,19.05,228.55,657.08,5066.18,161.89,5885.15,257.12
2.16,23.77,155.6,358.75,771.52,209.63,1339.9,181.53
0,106.62,115.36,851.23,4537.59,328.61,5717.43,221.98
0,6.45,45.12,251.39,1031.33,77.35,1360.07,51.57
1.99,153.58,39.89,895.55,2652.73,789.84,4338.12,195.46
0,26.35,181.12,691.56,1307.38,131.73,2130.67,207.47
2.6,25.95,54.5,504.73,1869.7,81.74,2456.17,83.05
12.56,150.67,238.56,1104.9,2743.42,671.73,4520.05,401.79
4.69,65.62,126.55,506.19,2465.32,182.79,3154.3,196.86
