population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct65up,pctUrban,medIncome,pctWInvInc,pctWSocSec,PctPopUnderPov,PctNotHSGrad,PctUnemployed,PctOccupManu,PctOccupMgmtProf,MalePctNevMarr,TotalPctDiv,PctFam2Par,PctKids2Par,PctWorkMomYoungKids,PctKidsBornNeverMar,PctImmigRec5,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,MedYrHousBuilt,PctWOFullPlumb,OwnOccMedVal,OwnOccQrange,RentMedian,RentQrange,MedRentPctHousInc,MedOwnCostPctIncNoMtg,PopDens,PctUsePubTrans
10687,2.53,17.03,82.03,0.28,0.81,16.76,17.47,100,14423,32.47,43.23,26.75,33.44,12.86,18.15,17.56,37.26,13.01,54.27,51.02,46.54,5.35,3.45,94.57,0.44,4.08,52.67,1.28,56.95,2,1939,0.39,31100,19200,211,130,30.6,15.5,4859.5,2.1
10033,2.93,11.17,87.79,0.56,0.49,20.03,15.04,0,23839,36.86,36.51,11.41,33.47,3.75,12.46,27.52,36.97,12.25,66.79,63.53,75.19,2.46,6.36,96.41,0.3,3.12,64.03,1.67,50.51,2,1962,0.56,45800,31500,205,131,24.6,12.3,912.4,0
16491,2.46,21.9,76.14,0.41,3.78,16.68,21.02,0,20380,41.01,44.58,20.32,27.12,7.43,16.07,28.51,34.45,13.23,54.63,49.06,69.01,6.28,19.66,93.4,1.46,5.71,53.99,3.53,64.38,2,1967,0.63,51100,31100,331,170,28.2,11.8,1651.7,0.29
43264,2.5,7.67,91.48,0.43,0.65,13.3,12.54,100,21003,30.29,32.08,19.83,37.55,7.63,18.03,18.69,32.29,16.34,61.07,56.51,59.72,6.25,15.02,97.2,0.36,6.42,55.26,4.38,65.73,2,1939,0.58,41600,25300,248,143,26.1,12.7,3156.1,6.97
16270,2.86,0.45,97.05,1.75,0.33,29.33,8.87,0,20184,49.1,22.85,22.83,15.55,3.91,14.51,26.79,54.98,5.54,79.45,80.28,71.71,1.73,46.77,95.17,0.69,2.83,55.64,1.76,56.6,2,1969,0.27,56200,28500,266,146,29.5,11.6,1509.8,0.15
15346,2.71,1.64,91.75,0.22,1.51,15.02,9.85,100,28315,35.19,24.45,8.3,24.95,5.44,16.07,24.69,20.95,13.27,77.17,73.01,59.06,0.89,10.71,97.63,0.23,3.37,72.37,2.28,38.99,3,1971,0.33,55200,32100,260,162,22.3,12.6,810.2,0.24
43929,2.74,0.58,95.34,1.22,4.18,15.77,9.29,100,29887,44.45,21.63,10.5,15.78,4.75,10.55,35.66,25.86,11.11,80.14,80.14,57.52,0.96,19.45,94.48,0.98,8.98,69.71,3.28,43.24,3,1963,0.14,63400,37700,293,148,22.9,11.6,2923.1,16.97
288091,2.67,1.85,90.07,1.51,10.88,14.41,11.38,100,30273,40.54,24.23,9.5,15.21,5.11,10.88,27.41,28.15,11.62,76.87,76.45,59.6,1.77,23.73,89.59,1.53,7.86,64.5,5.23,61.09,2,1980,0.11,86500,40900,396,161,27,12,2560.8,0.9
14133,2.62,1.7,94.42,2.97,1.97,11.89,11.06,78.65,44044,53.51,22.44,3.45,9.35,4.41,8.06,41.25,31.76,9.05,86.37,84.23,58.86,0.99,27.24,89.54,1.52,3.46,70.33,1.19,46.59,3,1968,0.19,197600,90200,692,336,26,14.1,664.7,0.76
12747,2.82,12.07,82.57,0.38,8.07,15.99,8.72,67.59,32083,37.65,25.41,13.7,24.24,8.32,23.04,17.22,28.52,10.82,70.8,68.55,67.85,3.05,12,94.53,1,5.29,79.84,2.86,33.35,3,1963,0.47,46500,26600,307,108,26.6,12.7,355.3,0.48
11631,2.93,0.65,96.03,2.28,2.61,17.68,4.75,100,47513,46.17,11.17,3.61,14.97,5.09,14.37,23,28.94,8.85,87.11,86.79,54,1.14,15.29,95.08,0.81,4.32,81.04,1.64,35.36,3,1975,0.17,89700,30000,433,56,23.5,14,1734.9,0.76
18100,2.35,0.38,96.39,0.35,5.62,10.48,24.95,100,19686,35.98,45.6,16.72,29.89,6.82,17.01,14.72,16.99,12.98,69.07,65.32,61.44,1.27,19.76,93.83,0.23,3.72,74.9,5.78,76.07,2,1979,0.52,57700,22800,305,127,28.3,13.9,1063,0.29
280039,2.82,4.82,61.64,26.37,19.39,12.25,10.71,99.98,43088,47.05,22.72,5.85,18.13,4.43,11.22,25.19,33.18,10.99,76.63,72.06,70.39,2.52,21.87,60.17,6.15,9.26,62.91,11.59,52.24,2,1959,0.42,288000,130100,695,294,27.4,11.5,4522.6,11.51
10325,2.55,0.83,96.39,1.8,2.32,10.97,11.5,100,43253,50.42,25.36,5.57,13.74,5.92,8.97,34.05,32.8,9.12,79.22,77.57,65.17,1.22,14.91,90.9,1.29,4.08,69.26,1.36,37.83,3,1954,0,166700,47800,547,351,24.3,15.7,1902.6,1.47
18601,2.62,30.39,56.66,0.62,0.45,14.68,13.68,0,19030,23.83,30.69,29.1,38.36,8.66,21.56,28.3,32.25,13.48,54.71,48.06,70.06,7.69,5.46,96.89,0.45,5.06,56.76,3.81,43.33,3,1966,0.34,49800,44800,184,147,27.8,15.7,1493.3,0
22987,2.57,7.09,91.75,0.79,0.95,11.42,15.25,100,41489,63.61,33.11,3.96,10.51,3.7,5.43,46.24,23.69,7.73,83.73,82.08,67.87,1,45.45,96.55,0.36,3.76,88.02,0.63,38.15,3,1944,0.15,98100,66500,452,320,26.8,12.6,3761,2.07
133793,2.69,38.85,58.41,1.75,1.97,15.27,8.9,100,30144,35.64,20.28,10.82,20.31,5.87,11.97,24.88,30.76,12.25,70.94,66.18,60.96,4.51,20.84,94.8,0.65,3.88,60.89,2.72,41.34,3,1966,0.27,78200,34700,385,168,26.1,13.2,2492.2,2.38
14789,2.37,0.22,98.77,0.67,0.76,12.71,15.39,0,28381,50.61,32.4,7.49,21.01,4,18.66,21.12,21.04,9.84,77.34,75.67,74.05,1.07,24.04,96.38,0.58,2.15,75.76,1,47.81,3,1956,0.08,46800,31000,258,142,20.8,12.1,1593,0.25
49188,2.71,49.29,49.64,0.7,1.03,15.12,12.72,100,18546,27.78,28.74,28.78,31.37,11.25,10.44,28.97,32.28,14.05,55.85,46.39,61.04,9.08,20.93,94.66,0.46,7.79,56.95,5.54,48.37,3,1962,0.64,54300,44700,233,190,30.6,14,1919.6,2.96
70811,2.85,4.21,93.23,1.26,2.81,15.39,7.33,100,32659,31.61,20.72,11.92,31.8,8.88,23.73,14.34,30.64,12.96,68.46,66,48.12,3.36,9.13,93.96,0.69,5.23,70.31,3.17,39.81,3,1962,0.31,48400,26700,387,150,23.2,12.8,2894.5,0.69
10753,2.53,1.28,98.36,0.2,1.13,13.06,17.01,100,20036,38.33,39.86,16.7,35.59,9.34,18.5,19.88,27.58,12.41,72.67,66.92,48,1.72,0,97.61,0.32,2.68,69.51,1.22,51.99,2,1943,0.26,38100,22500,188,96,28,11.8,3623,0.11
226338,2.74,6.43,80.74,4.82,4.09,13.96,3.48,97.97,43946,71.66,9.3,7.07,9.61,6.46,8.2,32.34,30.96,14.62,75.08,73.33,59.56,3.32,25.86,90.27,1.37,5.36,55.96,4.89,47.7,3,1976,0.55,109700,61600,528,280,24.8,11.4,128.7,2.42
155037,2.45,7.52,78.73,4.61,16.28,13.16,5.01,100,31767,35.28,10.97,10.55,19.29,5.24,12.38,26.79,33.57,14.89,72.46,69.41,69.83,2.38,32.14,80.23,4.9,5.27,41.68,7.96,64.72,2,1976,0.35,79400,39500,424,173,23,12.2,2213,1.5
25001,2.58,3.28,95.48,0.74,1.38,19.92,11.62,0,30938,52.03,28.57,8.87,16.55,5.46,9.13,37.74,40.53,9.93,76.05,74.35,50.28,1.63,14.05,95.12,0.05,3.68,61.53,1.34,48.05,3,1959,0.29,108800,65500,408,184,27.6,12.8,848.9,1.64
12563,3.14,0.19,98.46,1.18,0.52,15.39,7.89,16.52,63782,65.58,17.51,2.24,10.34,3.83,4.5,44.34,24.24,5.17,92.19,91.19,71.65,0.15,5.78,87.51,0.22,4.28,94.74,0.25,13.02,3,1976,0,199500,106900,760,489,26.1,12.5,369.3,0.39
37708,2.5,18.85,69.02,0.53,1.5,13.67,16.42,0,19507,29.34,36.05,22.47,31.06,6.21,17.49,22.43,23.64,14.42,65.86,61.7,55.53,4.29,24.22,96.35,0.47,4.49,64.73,2.72,50.87,2,1959,0.42,40300,32500,229,133,27.7,13.5,1055.8,0.07
23916,2.75,0.13,98.74,0.47,0.92,13.83,10.66,0,34337,53.95,24.98,4.37,19.66,3.43,22.1,21.92,27.51,8.48,82,81.94,66.43,1.42,1.72,95.85,0.35,4.49,68.84,1.51,39.8,3,1967,0.32,73100,27900,391,124,23.8,13,2302,0.28
94440,2.6,27.19,70.8,1.35,1.71,16.61,8.64,100,23430,34.59,20.48,21.89,24.79,8.73,9.32,32.53,36.05,11.66,68.02,64.66,58.73,6.33,40.06,78.51,1.47,5.44,58.49,4.61,51.49,2,1971,0.67,66000,52300,254,129,24.2,13.1,2226.3,2.16
15698,2.39,0.67,98.59,0.41,0.38,12.91,14.74,0,22405,38.61,31.52,12.51,23.23,8.37,23.64,19.12,23.48,12.04,74.89,73.23,60.69,1.08,0,97.71,0.18,2.74,69.11,0.88,49.57,3,1951,0.53,50200,31100,244,101,24.7,12.4,2223.9,0.29
25265,2.7,2.97,96.08,0.64,0.52,14.71,9.27,86.67,34670,42.03,22.84,7.4,20.22,3.68,15.94,23.35,23.98,11.29,77.27,74.22,65.07,1.96,15.41,97.38,0.34,3.23,73.58,1.36,35.22,3,1968,0.38,77400,33300,368,127,24.1,12.3,661.4,1.69
22631,2.6,31.74,67.21,0.53,0.76,14.86,13.65,100,19016,25.23,30.84,25.16,32.59,7.17,19.59,20.18,27.22,14.34,59.71,53.43,60.36,7.02,31.82,97.11,0.81,4.98,60.14,3.94,51.85,2,1962,0.42,42700,32700,255,173,27.1,14.6,1315.1,0.11
12053,2.9,2.24,92.09,5.06,2.53,10.28,17.32,100,55464,66.51,32.74,3,16.78,3.13,6.6,37.81,31.12,6.12,87.25,85.41,57.25,0.08,17.74,86.55,1.99,3.67,83.89,0.79,32.21,3,1956,0.17,213300,68100,717,346,25.8,13.8,2756.1,6.25
32893,3.07,1.85,95.15,2.72,0.85,16.62,5.06,100,69019,68.13,12.69,1.11,2.78,2.28,2.78,46.24,22.13,5.55,91.08,90.7,48.26,0.41,13.31,94.49,0.47,3.31,91.93,0.34,9.37,4,1978,0.11,145100,69300,530,274,23,10.8,2067.7,0.29
34378,2.45,21.82,75.5,1.7,1.34,13.65,15.4,100,21881,34.9,32.24,19.64,29.65,7.83,11.27,25.95,27.19,15.18,63.04,57.54,62.56,3.98,13.14,94.66,0.89,4.66,59.49,3.54,49.1,3,1965,0.41,49800,37500,279,183,26.3,13.1,2144.9,0.05
37986,2.41,51.31,35.45,3.97,15.3,12.32,16.65,100,20309,22.62,35.52,24.97,41.66,9.63,9.09,15.58,46.53,17.11,32.24,26.11,62.47,19.29,22.54,76.74,5.64,9.02,31.93,8.77,67.53,2,1955,0.98,73400,46400,394,302,28.2,15.8,3230.5,25.65
50689,2.77,5.71,73.24,10.38,20.73,14.06,6.67,100,38433,39.67,14.9,6.85,14,4.48,10.52,30.29,36.04,14,73.27,71.3,70.43,3.11,38.64,72.17,7.29,7.56,40.54,11.3,63.69,2,1970,0.23,254500,119600,701,230,28.2,11.4,4333.9,2.3
22282,3.1,9.26,73.2,6.79,18.51,14.68,6.14,0,26701,33.32,16.76,12.58,22.86,7.84,15.87,21.66,23.2,11.51,75.03,72.09,63.38,2.8,19.41,80.79,4.31,8.07,45.76,11.36,42.76,3,1973,0.27,89800,40400,377,127,26.9,12.1,4169.5,0.39
11712,2.38,5.16,93.4,1.12,0.92,10.37,15.54,100,35795,55.57,32.79,3.39,12.09,3.84,7.74,35.32,31.53,9.18,81.37,81.12,64.44,1.61,14.39,93.68,0.62,4.93,74.42,0.87,41.43,3,1939,1.23,106500,43700,469,160,25.9,15.4,9600,15.85
11999,2.6,1.33,96.41,1.26,2.45,12.03,13.02,57.76,34720,54.82,24.96,4.98,27.54,2.34,17.78,23.57,25.25,8.51,84.89,84.76,57.18,0.93,33.33,86.32,0.74,5.29,70.46,1.6,38.07,3,1969,0.5,96800,46100,454,166,23,11.5,580.7,1.03
38936,2.5,2.45,93.6,0.45,5.62,13.57,14.05,100,21380,38.65,33.89,18.06,30,13.52,19,20.01,31.08,12.56,66.08,66.4,56.52,2.52,6.28,93.67,0.66,4.85,70.96,1.65,44.89,3,1939,0.46,32600,19100,268,131,29.2,14.3,3613.2,1.55
17737,2.46,1.14,91.22,1.19,5.94,15.8,13.06,0,19382,37.69,29.02,21.77,24.67,9.39,19.04,23.39,33.01,14.61,67.74,66.01,54.46,2.49,31.82,93.12,1.62,4.62,52.71,4.04,63.24,2,1950,0.5,48200,34800,261,139,27.2,13.1,1043.6,1
10497,2.81,0.16,99.05,0.66,0.53,13.65,14.89,64.68,41449,53.58,31.85,4.08,28.52,6.22,12.79,29.92,25.16,5.73,89.44,87.39,63.53,0.76,7.78,81.57,1.46,3.28,85.9,0.59,32.36,3,1959,0,146600,67500,433,323,23.6,14.5,421.5,1.09
25746,2.8,0.93,96.78,1.77,1.41,13.16,9.06,80.84,44210,45.49,21.39,3.81,17.56,6.35,12.32,28.41,28.98,9.48,84.42,81.65,65.58,0.93,8.65,88.67,1.23,4.69,81.66,1.42,42.84,3,1968,0.15,150300,54800,605,229,24.8,13.6,1006,0.33
13404,2.8,0.28,79.3,0.46,31.42,12.84,22.74,0,22253,45.57,47.61,22.45,36.64,5.64,22.53,18.51,23.92,7.98,74.25,69.47,46.89,3.68,43.36,64.38,12.31,12.78,61.18,11.68,65.56,2,1970,0.53,51900,23000,335,123,27.6,12.4,3071.5,0.73
54249,3.67,8.46,40.89,17.67,49.61,19.27,8.32,100,22129,21.4,22.5,21.34,41.07,8.18,18.9,13.51,44.91,12.12,63.14,57.94,46.64,5.57,29.75,43.52,14.19,13.97,36.12,29.07,73.7,2,1962,0.4,114700,51600,441,193,29.7,10.9,6919.5,6.02
12767,2.74,1.02,96.77,1.03,2.93,13.45,8.99,0,45884,53.91,21.24,3.33,14.15,4.84,12.73,30.38,27.27,9.91,83.9,82.14,61.88,1.32,21.05,94.24,1.19,4.07,80.91,1.22,36.79,3,1965,1.61,174800,64000,640,262,28.7,13.5,756.9,0.87
15696,3.83,0.05,97.69,0.77,2.4,20.03,7.26,100,29624,42.13,24.26,8.08,16.35,6.09,14.82,27.91,28.84,5.85,86.56,85.47,60.28,0.29,13.98,96.12,0.55,24.41,77.74,6.47,30.29,3,1969,0.5,64300,25400,304,126,24.4,12.3,2469.5,0.89
56741,2.75,1.52,89.39,4.6,9.85,13.48,6.45,100,49149,49.73,15.83,5.18,11.78,4.19,9.62,31.32,27.74,11.86,78.77,76.46,62.35,1.51,26.49,90.62,1.43,4.47,69.24,3.57,32.77,3,1970,0.11,217300,82500,680,284,27.8,11.8,2789.6,1.55
11026,2.71,0.79,98.77,0.25,0.14,14.91,9.85,100,25569,27.69,27.92,16.4,39.42,8.17,25.72,13.99,24.13,12.97,72.77,69.83,51.67,1.49,12.5,97.41,0.34,3.89,62.03,2.31,43.49,3,1960,0.12,55600,26300,270,147,25.6,12.2,1306.8,0.2
17655,2.75,0.14,98.91,0.66,0.78,13.65,16.04,100,36418,53.54,38.1,3.49,30.13,6.26,13.33,27.03,26.73,5.96,84.45,80.65,75.33,0.77,0.48,78.88,2.67,3.78,87.28,0.95,30.5,3,1956,0.2,141400,50400,441,288,23.1,13.1,2100.6,0.39
36094,2.07,0.68,90.88,1.18,14.91,8.35,37.25,100,20382,47.43,58.55,14.05,32.67,9.76,15.65,20.04,17.75,12.24,62.1,58.46,47.38,2.54,27.69,86.09,3.4,3.45,57.94,4.86,83.88,2,1976,0.18,89900,42100,435,186,31.4,11.4,1982.8,0.29
44922,2.63,14.49,82.31,2.79,0.8,20.71,8.8,0,26394,36.1,21.71,15.99,23.03,5.97,15.19,27.63,40.91,10.61,70.01,66.06,69.2,5.68,38.33,95.34,0.86,3.24,52.6,2.5,53.5,2,1974,0.43,78200,46400,326,130,27.2,13.1,1428.3,0.09
73233,2.62,22.87,70.57,4.83,3.67,17.76,10.1,100,41115,58.96,20.98,9.85,10.82,4.28,5.07,48.2,45.73,9.46,72.34,69.27,65.9,4.51,29.11,87.4,1,4.93,57.49,2.58,58.32,2,1939,0.41,184800,178300,584,248,27.9,12.9,9117.7,21.73
11314,2.65,35.15,62.76,0.28,3.34,15.79,11.06,100,17500,20.7,30.36,28.51,36.03,17.07,28.24,11.19,37.9,17.63,46.34,43.09,39.55,11.21,0,94.61,0.87,8.34,56.47,4.03,50.51,2,1939,0.56,22700,15300,257,117,32.2,14.5,4093.3,3.88
11451,2.61,0.51,97.97,0.57,0.89,12.85,14.56,0,27095,37.66,30.79,11.67,24.91,10.77,21.83,18.25,27.19,11.23,74.33,73.06,53.02,2.14,6.14,94.3,0.78,4.71,73.6,1.71,43.97,3,1939,0.76,94900,40600,374,218,27.6,12.7,339.3,0.32
33685,2.42,0.88,96.09,1.39,5.21,12.43,10.75,100,34006,50.4,22.46,7.34,10.15,4.62,7.83,36.19,27.61,13.59,74.6,74.33,68.89,1.17,21.41,94.21,0.99,3.35,67.24,1.77,45.78,3,1970,0.13,97700,46600,379,188,27,11.8,2636.6,2.57
19278,2.61,6.4,91.39,1.78,1.45,11.46,14.85,100,47064,65.33,29.39,1.36,9.5,3.61,4.21,43.2,23.93,7.36,87.73,86.75,62.35,0.64,10.13,94.14,0.51,3.44,90.14,0.34,36.08,3,1961,0,99900,45000,512,128,27.9,12.7,3554.2,19.22
33233,2.99,3.14,94.45,1.51,4.35,13.22,8.65,59.2,44690,44.29,22.1,3.76,20.48,5.68,12.64,26.33,25.84,7.35,87.16,83.3,57.83,2,8.25,89.48,1.04,6.07,88.96,1.3,35.49,3,1974,0.13,143100,52600,592,231,30.6,16,320.6,3.61
12841,2.77,10.29,82.84,3.26,9.18,16.13,4.02,100,26470,33.55,11.22,11.21,12.4,4.37,10.88,32.6,21.26,10.61,78.49,74.29,56.45,2.12,11.46,87.65,0.92,4.19,55.45,4.73,43.46,3,1979,0.1,85000,50100,312,143,24.5,11.4,1084.5,0.24
16761,2.54,6.89,91.91,0.85,0.67,13.06,13.08,0,26298,42.93,29.8,14.22,26.24,5.45,19.89,30.46,21.91,11.3,73.77,70.28,64.36,1.55,16.33,97.53,0.3,3.12,67.11,1.7,38.58,3,1965,0.15,55800,40900,230,153,25,12.9,730.1,0.28
24127,2.39,1.59,86.83,10.01,7.27,9.97,10.51,100,50859,56.32,18.88,4.71,8.47,3.41,6.65,36.64,32.37,11.46,81.75,78.69,72.03,1.26,17.23,80.54,1.73,2.32,65.18,3.26,46.66,3,1962,0.06,408200,162700,697,281,27.6,12.2,5142.2,4.68
47025,2.98,1.06,95,3.12,3.08,14.01,11.48,100,59290,63.26,25.74,2.28,14.66,3.91,7.47,38.33,29.94,5.81,89.41,87.54,46.95,0.54,13.3,84.97,1.48,4.46,88.48,0.86,25.64,3,1962,0.21,242200,110000,693,361,26.9,13.7,1905.3,4.11
77211,3.04,13.8,68.17,10.7,13.22,14.9,5.95,100,36886,35.73,15.5,7.42,15.84,6.11,13.83,22.39,29.87,12.54,75,72.23,57.6,3.51,18.86,81.99,2.15,6.65,57.01,6.23,37.25,3,1973,0.17,139900,63700,501,212,27,12,2078.7,1.5
10026,2.75,45.42,54.12,0.15,0.99,15.26,13.78,0,21344,24.08,33.3,23.6,49.73,11.64,28.2,16.2,30.67,13.27,54.39,43.88,58.86,10.3,31.87,97.58,0.53,7.73,50.27,6.12,50.68,2,1964,3.19,59400,37200,263,197,29.9,12.9,806.5,0.64
14312,2.69,0.25,99.26,0.32,1.12,13.09,13.46,59.79,36170,50.94,32.46,5.59,29.53,5.39,13.22,25.54,26.35,7.11,85.67,82.38,60.72,0.76,3.84,88.07,1.5,3.89,85.04,1,37.66,3,1960,0.56,141100,71500,440,305,26.8,14.8,470.5,0.4
27702,2.75,1.08,97.1,1.62,0.51,13.07,8.35,100,39638,53.75,18.95,3.06,14.05,3.14,10.67,35.56,24.69,8.75,84.99,84.64,55.75,0.97,18.9,95.21,0.34,3.4,78.26,0.76,36.6,3,1971,0,83700,42400,414,144,21.8,12.6,1560.3,0.93
37049,2.25,24.77,66.36,3.67,15.1,9.28,12.89,100,38976,42.98,24.5,6.97,25.57,5.79,13.29,28.44,40.11,13.16,64.59,59.14,61.7,6.97,24.34,72.32,6.31,5.19,39.46,6.27,77.88,2,1962,0.94,186300,70000,639,295,25.5,18.9,8684.7,14.4
18697,2.84,1.67,90.93,1.44,12.36,14.12,7.16,100,42565,44.12,16.33,4.74,14.97,3.13,8.71,30.13,22.55,10.41,80.74,79.57,60.77,1.43,22.38,89.02,1.55,3.73,73.93,4.04,29.09,3,1976,0.54,75000,36300,371,140,23,11.3,916.2,0.65
12179,2.66,1.63,92.86,5.09,0.87,9.28,11.93,79.95,52193,64.4,25.83,1.08,12.21,2.8,8.64,38.17,20.89,6.97,90.39,89.38,61.62,0.26,8.16,91.86,1.51,2.78,91.48,0.76,27.83,3,1984,0.42,172700,80900,674,274,24.3,11.1,1102.3,2.65
29696,2.47,17.99,81.32,0.24,0.63,12.92,17.12,100,22369,28.29,35.48,11.76,41.29,5.85,29.16,17.14,24.07,13.12,68.14,61.63,66.28,3.43,35.62,97.3,0.29,3.7,62.81,3.3,60.79,2,1956,0.84,46700,31600,239,149,23.2,12.7,1826.3,0.37
354202,2.91,8.3,59.18,12.52,29.87,15.24,8.98,100,24923,30.81,22.5,24.04,30.99,8.52,12.25,27.66,34.97,13.8,63.59,60.87,45.13,6.28,33.98,66.92,9.85,11.46,46.61,13.15,55.94,2,1970,0.81,80300,44900,369,155,30.1,12.3,3448.5,2.17
98962,3.76,0.2,84.77,0.3,90.14,21.08,7.94,100,15890,19.43,24.53,43.86,54.51,15.3,16.21,23.96,34.38,9.56,70.02,62.55,47.64,4.28,17.46,12.66,24.08,21.96,58.3,28.68,59.71,2,1973,3.15,39900,32200,236,155,28.6,13.1,3423.3,2.4
14062,2.57,14.25,83.86,0.32,3.4,13.68,16.19,0,20298,28.69,33.47,18.84,36.28,7.88,19.85,17.39,21.02,12.01,74.41,70.78,73.4,2.23,19.01,95.97,0.46,4,62.25,3.84,50.23,2,1969,1.13,45000,31900,255,117,25,15.1,777.6,0.28
114144,2.79,2.17,74.65,12.18,21.29,14.83,9.13,100,41921,44.88,18.57,9.81,17.28,4.66,12.09,31.32,37.01,11.2,76.35,71.47,56.94,2.58,31.6,68.81,8.75,8.88,56.76,11.05,52.97,2,1966,0.18,234600,159100,659,232,29.4,11.3,4980.1,2.35
12101,2.47,0.47,96.41,0.94,3.17,13.73,15.6,0,21618,37.4,36.25,16.3,26.71,6.94,18.56,18.92,25.35,15.85,66.23,63.71,52.43,1.67,18.62,94.76,0.88,4.66,58.34,3.53,54.24,2,1952,0.27,50800,30200,278,130,26.7,12.6,1964.4,0.86
22247,2.79,2.13,95.77,1.77,1.16,12.09,16.12,100,49148,58.9,33.26,2.45,17.51,3.69,11.24,31.93,27.43,6.43,86.81,84.55,57.53,0.28,4.58,89.73,1.42,4.01,91.28,0.56,22.55,3,1960,0,189400,78400,559,210,25.1,13,1033.3,0.95
105090,2.46,4.98,86.17,1.35,11.68,12.67,15.05,100,25983,42.89,33.13,12.86,30.56,6.26,18.83,21.1,34.2,12.07,65.5,61.24,56.38,6.05,26.76,82.77,3.74,4.66,61.46,2.98,47.4,3,1945,0.55,76600,39700,377,174,27.1,13.5,5726.9,3.47
18177,2.59,0.39,98.9,0.29,1.46,12.03,14.86,100,40798,53.3,33.9,3.14,18.86,4.48,8.65,27.9,28.94,8.84,80.62,78.01,53.85,0.82,6.15,94.62,0.57,3.69,79.03,1.07,40.14,3,1962,0.34,153200,63300,649,238,30.3,17.3,4963.7,1.73
10830,3.06,1.18,90.88,7.64,2.22,12.83,8.92,35.17,72369,62.31,20.96,0.73,10.09,4.11,4.48,44.45,25.99,4.48,93.24,88.88,47.25,0.51,15.03,83.24,2.14,5.11,93,0.54,13.12,4,1965,0.62,333700,221800,729,471,24.7,14,531.1,2.49
16362,2.35,13.09,85.19,0.68,1.1,11.86,17.44,0,24294,36.38,32.4,12.84,34.52,3.91,28.06,21.13,24.83,13.66,65.15,60.5,69.94,4.44,26.24,96.44,0.56,2.51,59.44,2.16,56.24,2,1963,0.19,56100,32900,255,133,23.6,12.4,1327.7,0
18059,2.27,3.52,95.95,0.3,1.4,11.99,22.2,0,17884,37.25,45.71,17.02,28.67,11.12,15.9,23.97,25.36,12.07,68.87,66.74,66.18,2.08,2.78,94.75,0.39,2.95,65.98,0.87,51.6,2,1939,1.17,41700,30400,208,104,29.5,12.7,2219.6,2.14
29105,3.71,6.61,48.03,37.48,23.49,17.24,3.71,100,64333,49.05,8.27,4.09,12.47,4.28,7,38.44,28.86,5.63,90.18,86.09,67.93,0.99,22.16,51.84,7.24,11.75,90.88,9.48,17.65,3,1982,0.22,323000,139800,902,349,29,12.3,3170.5,1.61
116646,2.85,80.57,16.31,0.18,5.74,17.22,10.52,100,19390,16.58,31.63,29.43,35.24,16.6,22.42,17.98,38.76,16.98,43.22,35.76,53.81,12.63,4.46,93.13,0.68,10.66,60.61,6.75,52.23,2,1954,0.65,31700,22100,223,134,29.9,15.4,2241.1,6.1
84236,2.62,9.19,84.84,0.41,11.8,13.88,13.34,100,26883,37.82,32.92,13.49,30.67,8.93,21.95,17.03,31.11,12.56,68.1,64.19,48.54,4.05,8.58,87.1,1.42,6.76,67.91,3.68,52.68,2,1949,0.28,45500,20300,297,155,24.1,13.5,3542.9,4.41
13864,2.24,1,97.52,0.35,0.86,8.84,25.87,61.47,27900,49.16,46.77,10.56,11.64,8.65,8.78,25.84,22.4,9.96,67.97,67.59,62.03,2.39,5.15,94.69,0.52,2.27,71.58,0.95,44.08,3,1968,0,164300,87800,542,309,28.7,13.3,649.2,1.22
14748,2.34,0.52,98.45,0.9,0.64,10.77,16.73,100,32369,56.89,31.26,5.14,12.34,4.13,9.49,35.24,22.05,9.73,81.87,82.57,64.02,0.12,3.23,95.8,0.45,2.34,76.81,0.52,37.47,3,1962,0,72200,36700,349,115,24,10.9,2579.2,0.32
17894,2.71,0.23,94.46,1.65,7.75,16.91,14.05,0,25878,46.28,31.76,12.92,19.31,4.83,16.08,23.42,29.34,10.95,71.84,71.47,55.62,2.3,42.59,91.29,2.83,5.34,58.98,3.92,46.56,3,1972,0.38,65700,32000,328,143,26.2,11.9,2025.1,0.63
36830,2.6,42.37,53.68,0.54,6.43,13.02,17.55,100,18913,32.08,38.68,29.23,43.15,12.39,16.01,16.82,32.2,15.73,46.08,36.72,63.47,11.17,30.16,88.42,2.87,8.89,47.36,9.75,69.77,2,1970,0.79,56100,34100,324,181,33.4,12.7,2892.7,3.1
29040,2.41,0.93,97.28,0.52,2.91,14.06,14.83,0,24146,46.7,35.45,9.63,20.34,4,17.99,22.51,25.97,10.03,75.4,74.67,76.17,1.99,15.17,96.19,0.39,2.15,71.19,0.87,49.25,3,1952,0.11,44100,26900,258,134,25.2,12.9,1095.2,1.02
47039,2.68,1.21,96.78,1.08,2.86,11.77,12.85,100,39800,42.9,28.39,4.6,20.82,5.31,13.1,27.7,30.26,8.24,81.23,78.97,65.28,2.35,15.58,83,3.54,3.75,76.12,1.33,44.18,3,1959,0.18,177100,51000,523,359,26.4,14.3,2768.9,1.66
